,Gu,Dong,Name,Date,Price,Area,Floor,Address,Year,Month,Interest Rate,Jeonse Index,Total Population,Children,Adolescent,Youth,Middle-Aged,Old Age,Consumption,major,Building Year,Longitude,Latitude,Nearest Medical Center,Distance to MC,Nearest Station,Distance to NS,Elementary Schools Num,High Schools Num,Market Num,Hospital Num,Park Presence,Nearby Hangang,Gu_encoding,Dong_encoding
764,도봉구,창동,창동주공4단지,20240111,34000,36.16,2,도봉구 창동 0373-0000,2024,202401,3.5,54.0,115486,0.0690126942,0.112230054,0.216701592,0.411114767,0.190932234,5.796132824,0,33,127.0474712,37.6457145,인제대학교상계백병원,1.4138321183959865,녹천,0.3057399735716118,3,2,3,0,1,0,10,28
765,성북구,장위동,래미안장위퍼스트하이,20240111,83000,59.99,5,성북구 장위동 0173-0114,2024,202401,3.5,54.0,51957,0.0878803626,0.108185615,0.224185384,0.402082491,0.177666147,6.243843159,2,4,127.0523483,37.6191743,노원을지대학교병원,2.4707031789084493,광운대,0.9916582512734637,5,0,0,2,1,0,17,37
766,영등포구,대림동,현대2,20240111,72000,84.74,13,영등포구 대림동 0785-0000,2024,202401,3.5,54.0,47007,0.0539706852,0.0890718404,0.241304487,0.396877061,0.218754654,8.130311556,2,32,126.8946155,37.5027649,명지성모병원,1.0723729156508661,남구로,0.5751127979849283,3,0,10,14,1,0,20,34
767,강남구,도곡동,한신(개포),20240111,225000,59.48,7,강남구 도곡동 0464-0000,2024,202401,3.5,54.0,53059,0.114024011,0.147665806,0.181854162,0.406999755,0.149456266,8.94471406,0,39,127.0489052,37.4868947,연세대학교의과대학강남세브란스병원,0.6960755572983377,도곡,0.3716336825552246,1,6,7,4,1,0,1,60
768,성북구,장위동,래미안장위퍼스트하이,20240111,83000,59.99,5,성북구 장위동 0173-0114,2024,202401,3.5,54.0,51957,0.0878803626,0.108185615,0.224185384,0.402082491,0.177666147,6.243843159,2,4,127.0523483,37.6191743,노원을지대학교병원,2.4707031789084493,광운대,0.9916582512734637,5,0,0,2,1,0,17,38
769,영등포구,신길동,보라매에스케이뷰,20240111,114000,59.98,6,영등포구 신길동 4958-0000,2024,202401,3.5,54.0,102393,0.0796734152,0.0961979823,0.261482718,0.380670554,0.18197533,8.130311556,0,4,126.9174535,37.5029108,성애의료재단성애병원,1.1048531622184916,신풍,0.48574950344962814,2,0,3,14,1,0,20,35
770,강동구,암사동,한솔솔파크,20240111,122000,84.89,8,강동구 암사동 0518-0000,2024,202401,3.5,54.0,65746,0.0914580355,0.103565236,0.230097649,0.402260214,0.172618867,6.780687751,0,15,127.1235999,37.5496377,성심의료재단강동성심병원,1.8336995884430862,암사,0.3501281206188129,2,0,3,5,1,1,2,37
771,동대문구,회기동,민족통일MJ캠퍼스경희대,20240111,22000,23.16,14,동대문구 회기동 0067-0003,2024,202401,3.5,54.0,10340,0.0481624758,0.221179884,0.311702128,0.278143133,0.140812379,6.662840572,0,7,127.0536944,37.5886817,경희대학교병원,0.6004908027389231,회기,0.5480689646409544,4,0,2,5,1,0,11,33
772,강남구,대치동,한보미도맨션2,20240111,269000,84.96,6,강남구 대치동 0511-0000,2024,202401,3.5,54.0,80548,0.102634454,0.187478274,0.162474549,0.426540696,0.120859612,8.94471406,0,39,127.0673332,37.4933826,재단법인베스티안재단베스티안서울병원,1.029779042651971,대치,0.5287961254932032,3,7,14,2,1,0,1,61
773,광진구,자양동,광진트라팰리스,20240111,280000,169.53,24,광진구 자양동 0854-0000,2024,202401,3.5,54.0,92572,0.0693298189,0.107062611,0.264896513,0.389167351,0.169532904,6.429904783,0,18,127.0679589,37.5318974,건국대학교병원,1.0604904064515375,뚝섬유원지,0.9584069598730974,3,2,9,3,1,1,6,21
774,송파구,잠실동,리센츠,20240111,230000,84.99,22,송파구 잠실동 0022-0000,2024,202401,3.5,54.0,105918,0.104354312,0.136029759,0.214524443,0.397779414,0.14730263,7.869572646,0,16,127.0860249,37.5143656,혜민병원,2.3393245706893984,종합운동장,0.29231687501578923,3,3,9,2,1,0,18,64
775,서초구,서초동,신동아아파트(2차),20240111,295000,166.1,8,서초구 서초동 1334-0001,2024,202401,3.5,54.0,106161,0.0954964629,0.13080133,0.250299074,0.382956076,0.140447057,8.125860962,0,45,127.0262486,37.4904942,기쁨병원,1.1270235442059682,남부터미널(예술의전당),1.0443123146008813,3,3,25,6,1,0,15,24
776,노원구,상계동,보람아파트,20240111,46000,54.59,14,노원구 상계동 0639-0000,2024,202401,3.5,54.0,197373,0.0755675802,0.116272236,0.217324558,0.406073779,0.184761847,6.329893618,0,36,127.0649674,37.6661848,인제대학교상계백병원,1.9641954674606026,상계,0.9521282104596247,5,2,6,1,1,0,9,48
777,도봉구,창동,창동주공3단지(해등마을),20240111,60000,66.56,13,도봉구 창동 0347-0000,2024,202401,3.5,54.0,115486,0.0690126942,0.112230054,0.216701592,0.411114767,0.190932234,5.796132824,0,34,127.0442157,37.6500651,의료법인한전의료재단 한일병원,1.4077371452830136,쌍문,0.26332696042705456,4,1,5,3,1,0,10,29
778,관악구,봉천동,서울대입구한양아이클래스,20240111,17500,15.53,12,관악구 봉천동 1568-0001,2024,202401,3.5,54.0,221702,0.0544018547,0.117820317,0.345558452,0.32166151,0.160557866,6.374571906,0,6,126.9503461,37.4791246,의료법인서울효천의료재단 에이치플러스양지병원,1.6723707187915384,낙성대(강감찬),0.8763546865291141,3,0,8,6,1,0,5,20
779,마포구,중동,중동계룡아파트,20240112,69000,60.0,2,마포구 중동 0391-0000,2024,202401,3.5,54.0,9701,0.0887537367,0.155241728,0.201525616,0.413771776,0.140707144,7.625313276,0,24,126.9059476,37.5705005,의료법인동신의료재단동신병원,2.9460596385204854,마포구청,0.554135381267506,3,1,4,7,1,0,13,37
780,송파구,가락동,가락(1차)쌍용아파트,20240112,105500,59.92,17,송파구 가락동 0140-0000,2024,202401,3.5,54.0,83807,0.105349195,0.109799897,0.252592266,0.390194137,0.142064505,7.869572646,0,27,127.1281297,37.4955485,경찰병원,0.4206408054536487,가락시장,0.8580965895382556,3,0,5,12,1,0,18,65
781,동작구,신대방동,보라매자이더포레스트,20240112,107500,59.94,17,동작구 신대방동 0724-0000,2024,202401,3.5,54.0,45337,0.0844343472,0.122747425,0.26106712,0.373359508,0.158391601,6.318370097,2,3,126.9260925,37.4985524,서울특별시보라매병원,0.5669499502541987,보라매병원,0.6609959205011495,1,0,4,9,1,0,12,54
782,송파구,가락동,가락(1차)쌍용아파트,20240112,133000,84.69,14,송파구 가락동 0140-0000,2024,202401,3.5,54.0,83807,0.105349195,0.109799897,0.252592266,0.390194137,0.142064505,7.869572646,0,27,127.1281297,37.4955485,경찰병원,0.4206408054536487,가락시장,0.8580965895382556,3,0,5,12,1,0,18,66
783,성북구,종암동,아이파크종암동1차,20240112,67000,59.73,1,성북구 종암동 0130-0000,2024,202401,3.5,54.0,37609,0.0805126433,0.133664814,0.210242229,0.395224547,0.180355766,6.243843159,1,20,127.0298651,37.6025566,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),1.7383750869399899,길음,0.9618910718231758,1,1,10,11,1,0,17,39
784,노원구,상계동,보람아파트,20240112,37200,44.33,13,노원구 상계동 0639-0000,2024,202401,3.5,54.0,197373,0.0755675802,0.116272236,0.217324558,0.406073779,0.184761847,6.329893618,0,36,127.0649674,37.6661848,인제대학교상계백병원,1.9641954674606026,상계,0.9521282104596247,5,2,6,1,1,0,9,49
785,강남구,대치동,한보미도맨션1,20240112,350000,128.01,5,강남구 대치동 0511-0000,2024,202401,3.5,54.0,80548,0.102634454,0.187478274,0.162474549,0.426540696,0.120859612,8.94471406,0,41,127.0673332,37.4933826,재단법인베스티안재단베스티안서울병원,1.029779042651971,대치,0.5287961254932032,3,7,14,2,1,0,1,62
786,송파구,장지동,송파더센트레,20240112,84000,51.77,18,송파구 장지동 0879-0000,2024,202401,3.5,54.0,43131,0.154251003,0.133152489,0.206324917,0.388003988,0.118267603,7.869572646,0,11,127.1401457,37.4792025,경찰병원,2.4129938468219,복정,0.7586029493127795,2,0,0,1,1,0,18,67
787,노원구,중계동,건영3,20240112,101000,84.9,5,노원구 중계동 0360-0015,2024,202401,3.5,54.0,100880,0.0880452022,0.164442902,0.15537272,0.429391356,0.162747819,6.329893618,0,29,127.0743124,37.6485964,인제대학교상계백병원,0.9857271796220616,중계,0.568074701930964,5,6,7,1,1,0,9,50
788,노원구,상계동,상계주공7(고층),20240112,62000,59.39,8,노원구 상계동 0691-0000,2024,202401,3.5,54.0,197373,0.0755675802,0.116272236,0.217324558,0.406073779,0.184761847,6.329893618,0,36,127.0623269,37.6601644,인제대학교상계백병원,1.2898585117957093,노원,0.45034801346423453,4,3,26,10,1,0,9,51
789,송파구,가락동,가락현대투웰브(101동),20240112,85000,105.02,5,송파구 가락동 0198-0009,2024,202401,3.5,54.0,83807,0.105349195,0.109799897,0.252592266,0.390194137,0.142064505,7.869572646,2,19,127.1317482,37.4922187,경찰병원,0.8652247109913073,문정,1.0958385176066865,3,0,3,9,1,0,18,68
790,마포구,공덕동,마포현대,20240112,102500,84.87,2,마포구 공덕동 0188-0108,2024,202401,3.5,54.0,25605,0.0866627612,0.0969732474,0.296348369,0.377387229,0.142628393,7.625313276,2,36,126.9499962,37.549935,연세대학교의과대학세브란스병원,1.577375841461974,대흥(서강대앞),0.6046010120622244,3,2,8,2,1,0,13,38
791,마포구,합정동,마포한강2차푸르지오,20240112,180000,110.88,5,마포구 합정동 0473-0000,2024,202401,3.5,54.0,16297,0.0499478432,0.0900779284,0.363747929,0.342701111,0.153525189,7.625313276,2,8,126.9118673,37.5510564,이화여자대학교의과대학부속목동병원,2.7783238725404384,합정,0.6501352042215265,1,1,7,2,1,0,13,39
792,강서구,내발산동,마곡수명산파크4단지,20240112,78800,59.84,4,강서구 내발산동 0753-0000,2024,202401,3.5,54.0,44651,0.0997738013,0.159033392,0.182392332,0.417415064,0.141363015,7.385394433,0,16,126.8233733,37.5512419,미즈메디병원,1.1210114404948606,송정,1.5004706202941824,2,1,4,5,1,0,4,41
793,강남구,역삼동,현대까르띠에710,20240112,322000,149.7,21,강남구 역삼동 0710-0000,2024,202401,3.5,54.0,70497,0.0711661489,0.125154262,0.322368328,0.379377846,0.101933416,8.94471406,2,23,127.0449374,37.5014744,연세대학교의과대학강남세브란스병원,0.9713779218381013,강남,0.5851736726577549,1,6,8,9,1,0,1,63
794,강북구,수유동,수유벽산1차,20240112,58000,84.95,15,강북구 수유동 0205-0000,2024,202401,3.5,54.0,101509,0.0529903752,0.10040489,0.219330306,0.400476805,0.226797624,5.830852328,0,31,127.0190095,37.6423835,의료법인성화의료재단대한병원,0.833623063196099,수유(강북구청),0.15383384926120822,1,0,8,8,1,0,3,16
795,서초구,우면동,한라,20240112,96000,59.98,6,서초구 우면동 0067-0000,2024,202401,3.5,54.0,27344,0.110078994,0.131729081,0.188523991,0.398442071,0.171225863,8.125860962,0,30,127.0259009,37.4715376,기쁨병원,1.4221454425113793,남부터미널(예술의전당),1.0696446327540037,2,0,0,0,1,0,15,25
796,구로구,구로동,주공1,20240112,47320,73.08,3,구로구 구로동 0685-0222,2024,202401,3.5,54.0,114035,0.0621212785,0.0943569957,0.280115754,0.379453677,0.183952295,7.212296533,0,38,126.8754946,37.4935927,고려대학교의과대학부속구로병원,0.8325751935120339,구로,1.1592378865128417,1,0,4,2,1,0,7,42
797,강서구,등촌동,천우네오젠102동,20240112,49800,78.6,2,강서구 등촌동 0637-0032,2024,202401,3.5,54.0,73652,0.0645196329,0.092475425,0.30608809,0.357478412,0.17943844,7.385394433,0,17,126.8590082,37.5561873,부민병원,0.7152991003254139,화곡,1.4819719054285847,4,2,14,2,1,0,4,42
798,광진구,광장동,광장현대9단지,20240112,129600,84.96,24,광진구 광장동 0576-0000,2024,202401,3.5,54.0,33965,0.120123657,0.167407625,0.16776093,0.43067864,0.114029148,6.429904783,2,25,127.0977602,37.5425141,혜민병원,1.4829688111151151,광나루(장신대),0.2115351289095386,2,2,7,1,1,0,6,22
799,강북구,미아동,에스케이북한산시티,20240112,61800,84.76,10,강북구 미아동 1353-0000,2024,202401,3.5,54.0,127024,0.0665307343,0.114088676,0.200780955,0.414779884,0.203811878,5.830852328,0,20,127.0126365,37.6179812,의료법인성화의료재단대한병원,2.136138492701012,솔샘,0.545443021211707,4,0,4,1,1,0,3,17
800,강동구,암사동,한건,20240112,62800,84.83,1,강동구 암사동 0504-0008,2024,202401,3.5,54.0,65746,0.0914580355,0.103565236,0.230097649,0.402260214,0.172618867,6.780687751,0,23,127.1277009,37.5528476,성심의료재단강동성심병원,1.9901518913426213,암사,0.30060982534117275,2,0,2,3,1,1,2,38
801,성북구,종암동,래미안크리시엘,20240112,65000,59.99,13,성북구 종암동 0080-0000,2024,202401,3.5,54.0,37609,0.0805126433,0.133664814,0.210242229,0.395224547,0.180355766,6.243843159,2,20,127.0301553,37.6010086,학교법인고려중앙학원고려대학교의과대학부속병원(안암병원),1.5741645757944809,월곡(동덕여대),0.9059409611189781,1,1,9,11,1,0,17,40
802,용산구,이촌동,현대한강,20240112,142000,59.55,12,용산구 이촌동 0400-0000,2024,202401,3.5,54.0,32810,0.108137763,0.11578787,0.195214874,0.402560195,0.178299299,7.122794962,2,27,126.9575779,37.5233294,중앙대학교병원,1.8296057073825547,용산,0.9033856113844152,1,0,2,0,1,1,21,12
803,마포구,아현동,서서울삼성,20240112,69000,48.92,14,마포구 아현동 0692-0000,2024,202401,3.5,54.0,28282,0.106357401,0.0898804894,0.28279471,0.381090446,0.139876954,7.625313276,2,26,126.959205,37.5564215,서울적십자병원,1.3771261810915612,아현,0.30614176467579396,3,2,2,3,1,0,13,40
804,서초구,반포동,래미안원베일리,20240112,380000,84.95,6,서초구 반포동 0001-0001,2024,202401,3.5,54.0,76240,0.127662644,0.14114638,0.200472193,0.397704617,0.133001049,8.125860962,2,1,126.9973228,37.5068066,학교법인가톨릭학원가톨릭대학교서울성모병원,0.8581628588190775,고속터미널,0.36770773924083827,4,2,9,0,1,0,15,26
805,성동구,응봉동,서울숲리버그린동아아파트,20240112,91000,59.98,1,성동구 응봉동 0276-0000,2024,202401,3.5,54.0,14901,0.0928796725,0.123414536,0.213274277,0.404872156,0.165559358,7.310219689,0,21,127.0372695,37.5530783,한양대학교병원,1.0165209049377764,응봉,0.474744791644787,2,0,7,4,1,0,16,41
806,중구,만리동2가,서울역센트럴자이,20240112,169000,84.97,23,중구 만리동2가 0176-0001,2024,202401,3.5,54.0,4477,0.154121063,0.0806343534,0.27719455,0.395354032,0.0926960018,8.417634347,2,7,126.9634475,37.5541652,서울적십자병원,1.4779664455802062,공덕,0.5589409018732521,4,3,3,2,1,0,24,13
807,도봉구,도봉동,서원,20240112,33500,49.77,12,도봉구 도봉동 0641-0000,2024,202401,3.5,54.0,46010,0.0576179092,0.0816126929,0.190567268,0.400239079,0.269963052,5.796132824,0,28,127.0480883,37.6734482,인제대학교상계백병원,3.0652210389456354,도봉산,1.7375454652652942,2,1,6,5,1,0,10,30
808,양천구,신월동,세아쎄닛빌,20240112,43000,66.9,4,양천구 신월동 0547-0005,2024,202401,3.5,54.0,118305,0.0761421749,0.101145345,0.214014623,0.409154305,0.1995351,6.508188939,0,22,126.8394766,37.5182402,서울특별시서남병원,0.8898466715250786,신정네거리,1.1894980648779616,4,1,0,3,1,0,19,42
809,서대문구,홍제동,홍제한양,20240112,56500,60.06,1,서대문구 홍제동 0082-0000,2024,202401,3.5,54.0,55536,0.0730877269,0.105679199,0.223710746,0.396121435,0.201400893,6.647932442,0,31,126.9471288,37.5831801,의료법인동신의료재단동신병원,0.9575243262377002,무악재,0.8640383962387685,2,0,4,3,1,0,14,27
810,중랑구,신내동,화성.두산아파트,20240112,58000,66.96,5,중랑구 신내동 0656-0000,2024,202401,3.5,54.0,57327,0.0838173984,0.113332287,0.200481448,0.405969264,0.196364715,6.258485261,0,29,127.0951383,37.6136377,서울특별시서울의료원,0.27376497460264,양원(서울시북부병원),1.3696729301676653,2,0,6,2,1,0,25,19
811,은평구,불광동,라이프미성,20240112,75500,84.65,11,은평구 불광동 0248-0000,2024,202401,3.5,54.0,64150,0.0565549493,0.0951519875,0.234325799,0.399984412,0.213982853,6.133962743,0,36,126.9283303,37.6149344,의료법인청구성심병원,1.0107881176243634,불광,0.5429324209146411,3,1,15,6,1,0,22,23
812,성북구,정릉동,정릉풍림아이원,20240112,47800,59.88,17,성북구 정릉동 0239-0000,2024,202401,3.5,54.0,77874,0.0690217531,0.132624496,0.209928859,0.388101292,0.2003236,6.243843159,0,19,127.0073292,37.6185866,의료법인성화의료재단대한병원,2.313103865388578,북한산보국문,0.5604141484447237,3,0,1,0,0,0,17,41
813,강남구,개포동,디에이치 퍼스티어 아이파크,20240112,315000,96.96,2,강남구 개포동 0660-0001,2024,202401,3.5,54.0,80274,0.105202183,0.121620948,0.211089518,0.399930239,0.162157112,8.94471406,2,2024,127.0588788,37.4831417,연세대학교의과대학강남세브란스병원,1.5441301494782078,구룡,0.6514633132698963,3,5,7,0,1,0,1,64
814,서초구,서초동,서초센트럴IPARK,20240112,150000,80.53,26,서초구 서초동 1582-0003,2024,202401,3.5,54.0,106161,0.0954964629,0.13080133,0.250299074,0.382956076,0.140447057,8.125860962,0,4,127.0116341,37.4869497,기쁨병원,0.7373980325243489,"교대(법원, 검찰청)",0.7708192217509394,1,3,6,8,1,0,15,27
815,노원구,중계동,염광,20240112,72500,84.5,4,노원구 중계동 0445-0000,2024,202401,3.5,54.0,100880,0.0880452022,0.164442902,0.15537272,0.429391356,0.162747819,6.329893618,0,28,127.0729582,37.6561839,인제대학교상계백병원,1.2105387556681089,상계,0.5451185276486634,3,5,15,7,1,0,9,52
816,관악구,봉천동,두산,20240112,83500,59.92,5,관악구 봉천동 1708-0000,2024,202401,3.5,54.0,221702,0.0544018547,0.117820317,0.345558452,0.32166151,0.160557866,6.374571906,0,24,126.9429032,37.4845463,의료법인서울효천의료재단 에이치플러스양지병원,0.9149653729383087,낙성대(강감찬),0.5595603473896753,4,0,5,6,1,0,5,21
817,도봉구,쌍문동,파라다이스빌,20240112,66000,84.9,6,도봉구 쌍문동 0727-0000,2024,202401,3.5,54.0,72947,0.0644440484,0.109079195,0.209741319,0.408419812,0.208315626,5.796132824,0,20,127.0275027,37.6560117,의료법인한전의료재단 한일병원,1.108507201390321,솔밭공원,1.2764811779794105,6,0,3,4,1,0,10,31
818,동작구,신대방동,동작상떼빌,20240112,112750,128.61,13,동작구 신대방동 0719-0000,2024,202401,3.5,54.0,45337,0.0844343472,0.122747425,0.26106712,0.373359508,0.158391601,6.318370097,0,18,126.9068488,37.4875321,대림성모병원,0.3521978563798198,신대방,0.5392306024821613,4,0,6,23,1,0,12,55
819,구로구,고척동,고척LIG리가2차,20240112,65500,84.91,1,구로구 고척동 0340-0001,2024,202401,3.5,54.0,52231,0.0766403094,0.10771381,0.238172733,0.38860064,0.188872509,7.212296533,0,15,126.8621112,37.5061613,구로성심병원,0.8157149166518024,양천구청,0.5816038756602834,2,2,6,6,1,0,7,43
820,구로구,구로동,신도림롯데아파트,20240112,71000,59.96,20,구로구 구로동 1263-0000,2024,202401,3.5,54.0,114035,0.0621212785,0.0943569957,0.280115754,0.379453677,0.183952295,7.212296533,1,25,126.8842228,37.5035054,고려대학교의과대학부속구로병원,1.267820372728456,구로,0.20947910756796523,3,0,16,6,1,0,7,44
821,강남구,개포동,개포자이프레지던스,20240112,216000,59.98,26,강남구 개포동 0189-0000,2024,202401,3.5,54.0,80274,0.105202183,0.121620948,0.211089518,0.399930239,0.162157112,8.94471406,2,1,127.0713671,37.4855211,삼성서울병원,1.3917407392625873,구룡,0.6169271726976086,3,5,3,0,1,0,1,65
822,마포구,대흥동,서희스타힐스,20240112,18500,12.81,8,마포구 대흥동 0012-0041,2024,202401,3.5,54.0,16319,0.0893437098,0.131074208,0.249402537,0.381089528,0.149090018,7.625313276,0,10,126.9432693,37.556303,연세대학교의과대학세브란스병원,0.681382242448737,신촌,0.4060880257892727,4,2,9,7,1,0,13,41
823,강동구,상일동,고덕아르테온,20240112,150000,84.94,16,강동구 상일동 0519-0000,2024,202401,3.5,54.0,51047,0.148666915,0.127294454,0.200129293,0.394303289,0.129606049,6.780687751,0,4,127.1643531,37.5555516,강동경희대학교의대병원,0.7499885818997613,강일,0.45746213370477956,4,2,6,2,1,0,2,39
824,강동구,고덕동,고덕그라시움,20240112,127000,59.03,8,강동구 고덕동 0693-0000,2024,202401,3.5,54.0,46811,0.145158189,0.127256414,0.190809852,0.408301468,0.128474077,6.780687751,0,5,127.1626542,37.5579094,강동경희대학교의대병원,0.816164259549739,강일,0.5833916634676917,3,2,6,2,1,0,2,40
825,강서구,방화동,동성,20240112,61000,64.65,14,강서구 방화동 0817-0000,2024,202401,3.5,54.0,68811,0.0696836262,0.0899710802,0.243187862,0.384269957,0.212887474,7.385394433,0,31,126.8121958,37.5796267,우리들병원,2.406223278644536,방화,0.5493421816718861,3,0,5,4,1,0,4,43
826,용산구,이촌동,동부센트레빌,20240112,178000,100.8,1,용산구 이촌동 0418-0000,2024,202401,3.5,54.0,32810,0.108137763,0.11578787,0.195214874,0.402560195,0.178299299,7.122794962,0,23,126.9665211,37.5211979,중앙대학교병원,1.649717048259131,이촌,0.591780571903393,1,0,6,0,1,1,21,13
827,노원구,하계동,장미(시영6),20240112,52000,54.02,3,노원구 하계동 0273-0000,2024,202401,3.5,54.0,47195,0.0685665854,0.167814387,0.184680581,0.41192923,0.167009217,6.329893618,0,35,127.0678724,37.6337064,노원을지대학교병원,0.35746936944801044,하계,0.5987067875317732,6,3,12,6,1,0,9,53
828,성동구,옥수동,옥수,20240112,49500,49.45,4,성동구 옥수동 0306-0000,2024,202401,3.5,54.0,25382,0.111890316,0.0812780711,0.256165787,0.389291624,0.161374202,7.310219689,0,49,127.0157189,37.5432623,순천향대학교 부속 서울병원,1.445733170659031,옥수,0.40093525958700277,4,1,5,0,1,0,16,42
829,관악구,봉천동,더블유에스타워,20240112,18000,19.63,14,관악구 봉천동 0463-0001,2024,202401,3.5,54.0,221702,0.0544018547,0.117820317,0.345558452,0.32166151,0.160557866,6.374571906,0,11,126.9474877,37.486721,의료법인서울효천의료재단 에이치플러스양지병원,1.3467128204992636,봉천,0.8684495377586454,3,0,8,6,1,0,5,22
830,은평구,불광동,대호아파트,20240112,48000,59.7,1,은평구 불광동 0629-0000,2024,202401,3.5,54.0,64150,0.0565549493,0.0951519875,0.234325799,0.399984412,0.213982853,6.133962743,0,25,126.9334924,37.6149116,의료법인청구성심병원,1.3909091200754202,독바위,0.9361105218542279,2,0,8,5,1,0,22,24
831,강남구,대치동,대치르엘,20240112,205000,60.0,5,강남구 대치동 1030-0000,2024,202401,3.5,54.0,80548,0.102634454,0.187478274,0.162474549,0.426540696,0.120859612,8.94471406,1,3,127.0641242,37.5015657,재단법인베스티안재단베스티안서울병원,0.7189578285190682,삼성(무역센터),0.8157487209070599,1,7,16,7,1,0,1,66
832,송파구,방이동,올림픽선수기자촌1단지,20240112,187000,83.06,22,송파구 방이동 0089-0000,2024,202401,3.5,54.0,59132,0.0731076236,0.117279984,0.286917405,0.374010688,0.1486843,7.869572646,0,36,127.1363836,37.5175731,한국보훈복지의료공단중앙보훈병원,1.494182061039539,둔촌오륜,0.5581062464707337,3,1,7,1,0,0,18,69
833,강남구,대치동,대우아이빌멤버스(891-26),20240112,35000,35.24,9,강남구 대치동 0891-0026,2024,202401,3.5,54.0,80548,0.102634454,0.187478274,0.162474549,0.426540696,0.120859612,8.94471406,0,21,127.0537681,37.5046352,재단법인베스티안재단베스티안서울병원,0.7924602919370681,한티,0.6326045278582736,2,7,17,9,1,0,1,67
834,강남구,역삼동,대우디오빌,20240112,31300,30.03,17,강남구 역삼동 0720-0025,2024,202401,3.5,54.0,70497,0.0711661489,0.125154262,0.322368328,0.379377846,0.101933416,8.94471406,0,22,127.0427008,37.5014588,차의과학대학교 강남차병원,0.924529556236784,강남,0.397730423300154,1,5,8,11,1,0,1,68
835,송파구,방이동,올림픽선수기자촌3단지,20240112,195500,100.31,12,송파구 방이동 0089-0000,2024,202401,3.5,54.0,59132,0.0731076236,0.117279984,0.286917405,0.374010688,0.1486843,7.869572646,0,36,127.1363836,37.5175731,한국보훈복지의료공단중앙보훈병원,1.494182061039539,둔촌오륜,0.5581062464707337,3,1,7,1,0,0,18,70
836,송파구,방이동,올림픽선수기자촌3단지,20240112,267000,135.99,5,송파구 방이동 0089-0000,2024,202401,3.5,54.0,59132,0.0731076236,0.117279984,0.286917405,0.374010688,0.1486843,7.869572646,0,36,127.1363836,37.5175731,한국보훈복지의료공단중앙보훈병원,1.494182061039539,둔촌오륜,0.5581062464707337,3,1,7,1,0,0,18,71
837,송파구,석촌동,잠실한솔,20240112,111000,59.86,5,송파구 석촌동 0285-0000,2024,202401,3.5,54.0,30801,0.053342424,0.0869452291,0.351871693,0.358981851,0.148826337,7.869572646,0,24,127.1046578,37.50362,경찰병원,1.8443277139221665,석촌,0.21936894659567469,3,1,5,19,1,0,18,72
838,서대문구,남가좌동,DMC센트레빌,20240112,92000,84.98,6,서대문구 남가좌동 0381-0000,2024,202401,3.5,54.0,45707,0.125123066,0.120353556,0.217800337,0.383223576,0.153499464,6.647932442,0,15,126.9156631,37.5759819,의료법인동신의료재단동신병원,1.9295347838087256,가좌,0.7905952596683914,2,1,1,4,1,0,14,28
839,강서구,등촌동,태영,20240112,74000,84.98,5,강서구 등촌동 0632-0002,2024,202401,3.5,54.0,73652,0.0645196329,0.092475425,0.30608809,0.357478412,0.17943844,7.385394433,0,26,126.8640897,37.5557039,부민병원,1.1664500215523872,화곡,1.8463705834263586,3,1,11,2,1,0,4,44
840,서대문구,남가좌동,DMC파크뷰자이1단지,20240112,165000,121.61,20,서대문구 남가좌동 0385-0000,2024,202401,3.5,54.0,45707,0.125123066,0.120353556,0.217800337,0.383223576,0.153499464,6.647932442,2,9,126.9178502,37.5722677,의료법인동신의료재단동신병원,1.9211442519275748,가좌,0.4445219880917476,1,1,1,4,1,0,14,29
841,강동구,암사동,선사현대아파트,20240112,84900,59.64,12,강동구 암사동 0509-0000,2024,202401,3.5,54.0,65746,0.0914580355,0.103565236,0.230097649,0.402260214,0.172618867,6.780687751,2,24,127.1258366,37.5524015,성심의료재단강동성심병원,2.0058261671192272,암사,0.29118084407679035,2,0,2,4,1,1,2,41
842,성동구,금호동1가,이편한세상금호파크힐스,20240112,131000,59.98,6,성동구 금호동1가 0280-0000,2024,202401,3.5,54.0,14745,0.0956934554,0.091013903,0.23397762,0.400271278,0.179043744,7.310219689,2,5,127.0227671,37.5546346,한양대학교병원,2.036934578015112,신금호,0.27365976443601425,4,1,7,0,1,0,16,43
843,송파구,잠실동,잠실엘스,20240112,229000,84.8,4,송파구 잠실동 0019-0000,2024,202401,3.5,54.0,105918,0.104354312,0.136029759,0.214524443,0.397779414,0.14730263,7.869572646,0,16,127.0793472,37.5141173,혜민병원,2.386818205373235,종합운동장,0.790612182370021,1,3,8,2,1,0,18,73
844,중구,황학동,DUO302,20240112,16500,15.97,11,중구 황학동 0819-0000,2024,202401,3.5,54.0,12721,0.0608442732,0.0770379687,0.371668894,0.336451537,0.153997327,8.417634347,0,10,127.023262,37.5666026,서울특별시동부병원,1.2130201548993702,상왕십리,0.5106666948930052,3,0,17,13,1,0,24,14
845,성동구,성수동1가,트리마제,20240112,640000,152.16,25,성동구 성수동1가 0718-0000,2024,202401,3.5,54.0,27315,0.0667032766,0.100787113,0.291598023,0.390188541,0.150723046,7.310219689,0,7,127.0450691,37.5388237,한양대학교병원,2.3485869417260283,서울숲,0.5787725801977629,2,1,3,6,1,1,16,44
